ip,latest_mac,mac_type,hostname,os,manufacturer,model
10.183.19.132,00:50:56:AE:FC:86,static,dcc-core-47,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.133,00:50:56:AE:3A:37,static,dcc-core-48,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.134,00:50:56:AE:F2:36,static,dcc-core-49,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.135,00:50:56:AE:9A:06,static,dcc-ultrasound-07,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.137,00:50:56:AE:4F:89,static,dcc-nsoe-it-01,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.138,00:50:56:AE:25:3C,static,research-tlab-01,Ubuntu 22.04.4 LTS,VMware,"VMware7,1"
10.183.19.139,00:50:56:AE:B7:BD,static,dcc-carlsonlab-gpu-17,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.14,00:50:56:AE:D4:FD,static,dcc-dailabs-04,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.140,00:50:56:AE:1E:86,static,dcc-carlsonlab-gpu-18,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.141,00:50:56:AE:0D:2D,static,dcc-carlsonlab-gpu-19,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.143,00:50:56:AE:51:0D,static,dcc-carlsonlab-gpu-20,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.147,00:50:56:AE:9E:90,static,dcc-cosmology-06,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.148,00:50:56:AE:26:4A,static,dcc-cosmology-07,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.149,00:50:56:AE:EA:85,static,dcc-cosmology-08,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.15,00:50:56:AE:80:AD,static,dcc-dailabs-05,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.150,00:50:56:AE:29:8A,static,dcc-cosmology-09,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.16,00:50:56:AE:1E:3A,static,dcc-dbchem-01,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.163,00:50:56:AE:CA:E3,static,dcc-ubuntu-dev-01,Ubuntu 22.04.4 LTS,VMware,"VMware7,1"
10.183.19.165,1A:BB:03:B2:23:28,static,NA,NA,NA,NA
10.183.19.168,00:50:56:AE:DC:14,static,dcc-core-gpu-12,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.169,00:50:56:AE:19:10,static,dcc-core-gpu-13,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.17,00:50:56:AE:42:75,static,dcc-dbchem-02,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.170,00:50:56:AE:A4:0B,static,dcc-core-gpu-14,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.171,00:50:56:AE:34:2E,static,dcc-core-gpu-15,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.172,00:50:56:AE:63:19,static,dcc-core-gpu-16,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.173,00:50:56:AE:85:34,static,dcc-core-gpu-17,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.174,00:50:56:AE:E2:1F,static,dcc-core-gpu-18,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.175,00:50:56:AE:21:F8,static,dcc-core-gpu-19,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.176,00:50:56:AE:5E:93,static,dcc-core-gpu-20,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.177,00:50:56:AE:F5:6F,static,dcc-core-gpu-21,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.178,00:50:56:AE:C2:50,static,dcc-core-gpu-22,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.179,00:50:56:AE:81:4C,static,dcc-core-gpu-23,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.18,00:50:56:AE:FB:BC,static,dcc-dbchem-03,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.180,00:50:56:AE:B4:37,static,dcc-core-gpu-24,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.181,00:50:56:AE:34:3C,static,dcc-core-gpu-25,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.182,00:50:56:AE:30:29,static,dcc-marszalek-gpu-01,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.183,00:50:56:AE:2E:AD,static,dcc-cryosparc-marszalek-01,AlmaLinux 9.4 (Seafoam Ocelot),VMware,"VMware7,1"
10.183.19.184,00:50:56:AE:C1:7E,static,dcc-dgx-dev-01,Ubuntu 22.04.3 LTS,Phoenix Technologies LTD,VMware Virtual Platform
10.183.19.185,00:50:56:AE:D5:EC,static,research-dkuchanglab-01,Ubuntu 22.04.4 LTS,VMware,"VMware7,1"
10.183.19.186,00:50:56:AE:D8:42,static,dcc-bellhop-01,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.19,00:50:56:AE:83:79,static,dcc-dbchem-04,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.2,00:50:56:AE:A6:E9,static,dcc-carin-22,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.20,00:50:56:AE:EB:1F,static,dcc-dbchem-05,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.21,00:50:56:AE:D9:3E,static,dcc-dbchem-06,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.22,00:50:56:AE:7B:04,static,dcc-dbchem-07,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.23,00:50:56:AE:A4:FE,static,dcc-dbchem-08,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.24,00:50:56:AE:CC:DD,static,dcc-dbchem-09,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.25,00:50:56:AE:A9:D7,static,dcc-dbchem-10,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.26,00:50:56:AE:30:56,static,dcc-dbchem-11,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.27,00:50:56:AE:78:62,static,dcc-dbchem-12,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.28,00:50:56:AE:42:68,static,dcc-dbchem-13,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.29,00:50:56:AE:EB:ED,static,dcc-dbchem-14,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.3,00:50:56:AE:3E:02,static,dcc-carin-23,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.30,00:50:56:AE:11:64,static,dcc-dbchem-15,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.31,00:50:56:AE:92:B6,static,dcc-dbchem-16,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.32,00:50:56:AE:BC:EB,static,dcc-dbchem-17,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.33,00:50:56:AE:C0:63,static,dcc-dbchem-18,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.34,00:50:56:AE:D4:22,static,dcc-rausherlab-01,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.35,00:50:56:AE:F7:AF,static,dcc-rausherlab-02,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.36,00:50:56:AE:6A:89,static,dcc-core-old-01,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.37,00:50:56:AE:BF:09,static,dcc-core-old-02,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.38,00:50:56:AE:AC:C4,static,dcc-core-old-03,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.39,00:50:56:AE:08:28,static,dcc-core-old-04,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.4,00:50:56:AE:EA:A1,static,dcc-carin-24,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.40,00:50:56:AE:26:D8,static,dcc-core-old-05,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.41,00:50:56:AE:CF:DD,static,dcc-core-old-06,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.42,00:50:56:AE:FA:C3,static,dcc-core-old-07,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.43,00:50:56:AE:F9:56,static,dcc-core-old-08,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.44,00:50:56:AE:01:61,static,dcc-core-old-09,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.45,00:50:56:AE:5C:B1,static,dcc-core-old-10,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.46,00:50:56:AE:D4:6C,static,dcc-core-old-11,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.47,00:50:56:AE:F7:DF,static,dcc-core-old-12,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.48,00:50:56:AE:AF:83,static,dcc-core-old-13,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.49,00:50:56:AE:81:ED,static,dcc-core-old-15,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.5,00:50:56:AE:11:FE,static,dcc-carin-25,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.50,00:50:56:AE:A1:17,static,dcc-core-old-14,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.51,00:50:56:AE:8B:76,static,dcc-core-old-16,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.52,00:50:56:AE:FE:87,static,dcc-core-old-17,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.53,00:50:56:AE:43:AE,static,dcc-core-old-18,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.54,00:50:56:AE:91:AA,static,dcc-core-old-19,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.55,00:50:56:AE:12:39,static,dcc-core-old-20,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.56,00:50:56:AE:80:F9,static,dcc-core-old-21,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.57,00:50:56:AE:D6:EC,static,dcc-core-old-22,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.58,00:50:56:AE:58:3F,static,dcc-core-old-23,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.59,00:50:56:AE:94:36,static,dcc-core-old-24,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.6,00:50:56:AE:1E:E3,static,dcc-chg-01,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.60,00:50:56:AE:66:11,static,dcc-core-old-25,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.61,00:50:56:AE:3D:E8,static,dcc-core-old-26,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.62,00:50:56:AE:A3:DA,static,dcc-core-old-27,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.63,00:50:56:AE:59:9E,static,dcc-core-old-28,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.64,00:50:56:AE:26:C7,static,dcc-core-old-29,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.65,00:50:56:AE:87:13,static,dcc-core-old-30,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.66,00:50:56:AE:5E:3A,static,dcc-core-old-31,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.67,00:50:56:AE:C7:0A,static,dcc-core-old-32,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.68,00:50:56:AE:F0:78,static,dcc-chsi-04,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.69,00:50:56:AE:0F:CE,static,dcc-chsi-06,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.7,00:50:56:AE:F4:EA,static,dcc-chg-02,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.70,00:50:56:AE:E9:26,static,dcc-chsi-05,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.71,00:50:56:AE:0C:DA,static,dcc-chsi-07,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.72,00:50:56:AE:2E:DA,static,dcc-chsi-08,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.73,00:50:56:AE:A5:E1,static,dcc-chsi-09,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.74,00:50:56:AE:83:86,static,dcc-chsi-10,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.75,00:50:56:AE:09:8F,static,dcc-chsi-11,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.76,00:50:56:AE:77:8A,static,dcc-chsi-13,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.77,00:50:56:AE:69:BB,static,dcc-chsi-12,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.78,00:50:56:AE:D1:A3,static,dcc-chsi-14,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.79,00:50:56:AE:28:24,static,dcc-chsi-15,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.8,00:50:56:AE:C3:3F,static,dcc-chg-03,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.80,00:50:56:AE:67:E7,static,dcc-chsi-16,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.81,00:50:56:AE:13:F0,static,dcc-chsi-17,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.82,00:50:56:AE:58:AA,static,dcc-chsi-18,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.83,00:50:56:AE:27:9B,static,dcc-chsi-20,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.84,00:50:56:AE:1C:4A,static,dcc-chsi-19,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.85,00:50:56:AE:7E:7B,static,dcc-chsi-22,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.86,00:50:56:AE:5E:A5,static,dcc-chsi-21,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.87,00:50:56:AE:26:55,static,dcc-chsi-23,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.88,00:50:56:AE:7E:60,static,dcc-core-03,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.9,00:50:56:AE:51:7A,static,dcc-chg-04,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.91,00:50:56:AE:D4:4A,static,dcc-core-06,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.92,00:50:56:AE:8F:9F,static,dcc-core-07,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.93,00:50:56:AE:28:D1,static,dcc-core-08,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.94,00:50:56:AE:78:0A,static,dcc-core-09,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.95,00:50:56:AE:D6:88,static,dcc-core-10,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.96,00:50:56:AE:A1:6F,static,dcc-core-11,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.97,00:50:56:AE:F1:35,static,dcc-core-12,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.19.98,00:50:56:AE:9E:35,static,dcc-core-14,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.20.10,00:50:56:AE:F8:8B,static,dcc-engelhardlab-gpu-04,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.20.17,00:50:56:AE:B7:11,static,dcc-wmglab-62,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.20.18,00:50:56:AE:C2:AB,static,dcc-wmglab-63,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.20.19,00:50:56:AE:FD:18,static,hpc-bartesaghi-gpu-05,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.20.2,00:50:56:AE:09:69,static,dcc-core-gpu-08,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.20.20,00:50:56:AE:26:99,static,hpc-bartesaghi-gpu-06,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.20.21,00:50:56:AE:B2:F6,static,hpc-bartesaghi-gpu-07,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.20.23,00:50:56:AE:89:15,static,hpc-bartesaghi-gpu-10,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.20.24,00:50:56:AE:F9:45,static,hpc-bartesaghi-gpu-09,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.20.25,00:50:56:AE:7F:AE,static,hpc-bartesaghi-gpu-08,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.20.27,00:50:56:AE:33:99,static,dcc-dhvi-md-gpu-484,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.20.28,00:50:56:AE:D1:10,static,dcc-dhvi-md-gpu-485,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.20.29,00:50:56:AE:46:B8,static,dcc-dhvi-md-gpu-486,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.20.3,00:50:56:AE:63:47,static,dcc-login-04,AlmaLinux 9.4 (Seafoam Ocelot),VMware,"VMware7,1"
10.183.20.30,00:50:56:AE:D9:61,static,dcc-dhvi-md-gpu-487,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.20.31,00:50:56:AE:90:C0,static,dcc-dhvi-md-12,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.20.32,00:50:56:AE:4B:4E,static,dcc-dhvi-md-gpu-488,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.20.33,00:50:56:AE:B4:34,static,dcc-dhvi-md-gpu-489,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.20.34,00:50:56:AE:92:0C,static,dcc-dhvi-md-gpu-490,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.20.35,00:50:56:AE:BE:4A,static,dcc-dhvi-md-gpu-491,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.20.36,00:50:56:AE:84:04,static,dcc-dhvi-md-13,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.20.37,00:50:56:AE:5E:CE,static,dcc-dhvi-md-gpu-492,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.20.38,00:50:56:AE:B7:83,static,dcc-dhvi-md-gpu-493,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.20.39,00:50:56:AE:8F:25,static,dcc-dhvi-md-gpu-494,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.20.4,00:50:56:AE:48:9B,static,dcc-login-05,AlmaLinux 9.4 (Seafoam Ocelot),VMware,"VMware7,1"
10.183.20.40,00:50:56:AE:96:CE,static,dcc-dhvi-md-gpu-495,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.20.41,00:50:56:AE:62:AE,static,dcc-dhvi-md-14,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.20.42,00:50:56:AE:50:E1,static,dcc-dhvi-md-gpu-496,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.20.43,00:50:56:AE:2B:DB,static,dcc-dhvi-md-gpu-497,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.20.44,00:50:56:AE:17:02,static,dcc-dhvi-md-gpu-499,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.20.45,00:50:56:AE:C9:08,static,dcc-dhvi-md-gpu-498,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.20.46,00:50:56:AE:BB:D4,static,dcc-dhvi-md-15,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.20.47,00:50:56:AE:81:9E,static,dcc-login-06,Red Hat Enterprise Linux 9.4 (Plow),VMware,"VMware7,1"
10.183.20.48,00:50:56:AE:22:30,static,dcc-dhvi-md-ml-gpu-01,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.20.50,00:50:56:AE:99:1A,static,dcc-dhvi-13,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.20.6,00:50:56:AE:1B:33,static,dcc-fsutil-01,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.20.67,00:50:56:AE:B5:97,static,dcc-cryosparc-lefkowitz-03,AlmaLinux 9.4 (Seafoam Ocelot),VMware,"VMware7,1"
10.183.20.68,00:50:56:AE:7B:AF,static,dcc-cryosparc-lefkowitz-04,AlmaLinux 9.4 (Seafoam Ocelot),VMware,"VMware7,1"
10.183.20.69,00:50:56:AE:54:AC,static,dcc-lefkowitz-gpu-04,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.20.7,00:50:56:AE:9D:41,static,dcc-engelhardlab-gpu-01,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.20.70,00:50:56:AE:EB:AA,static,dcc-lefkowitz-gpu-03,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.20.71,00:50:56:AE:BC:D7,static,kolab-03,AlmaLinux 9.4 (Seafoam Ocelot),VMware,"VMware7,1"
10.183.20.8,00:50:56:AE:0D:7E,static,dcc-engelhardlab-gpu-02,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.20.9,00:50:56:AE:60:63,static,dcc-engelhardlab-gpu-03,AlmaLinux 9.3 (Shamrock Pampas Cat),VMware,"VMware7,1"
10.183.254.255,,static,NA,NA,NA,NA
10.183.3.179,00:50:56:8E:CD:74,static,labs-docker-45,Ubuntu 18.04.6 LTS,VMware,"VMware7,1"
10.183.5.179,00:50:56:AE:9D:8D,static,ssi-vmadmin-dcc-01,AlmaLinux 9.4 (Seafoam Ocelot),VMware,"VMware7,1"
10.183.6.101,00:50:56:A1:00:4F,static,license-matlab-rc-01,AlmaLinux 8.10 (Cerulean Leopard),VMware,"VMware7,1"
10.183.6.102,00:50:56:A1:DB:F3,static,license-intel-rc-01,AlmaLinux 8.10 (Cerulean Leopard),VMware,"VMware7,1"
10.183.6.103,00:50:56:A1:E8:F6,static,license-gurobi-rc-01,AlmaLinux 8.10 (Cerulean Leopard),VMware,"VMware7,1"
10.183.6.154,00:50:56:A1:6B:EE,static,itso-tral-01,Ubuntu 22.04.4 LTS,VMware,"VMware7,1"
10.183.63.255,,static,NA,NA,NA,NA
10.183.7.52,00:50:56:AE:F0:E2,static,dcc-carlsonlab-gpu-09,CentOS Linux release 8.4.2105,VMware,"VMware7,1"
10.183.7.61,00:50:56:AE:FF:1D,static,dcc-chg-02,CentOS Linux release 8.4.2105,VMware,"VMware7,1"
13.107.42.16,,static,NA,NA,NA,NA
13.67.191.143,,static,NA,NA,NA,NA
13.85.23.86,,static,NA,NA,NA,NA
146.75.30.172,,static,NA,NA,NA,NA
146.75.38.172,,static,NA,NA,NA,NA
168.61.215.74,,static,NA,NA,NA,NA
192.168.31.3,,static,NA,NA,NA,NA
192.168.32.3,,static,NA,NA,NA,NA
192.168.33.3,,static,NA,NA,NA,NA
20.114.59.183,,static,NA,NA,NA,NA
20.12.23.50,,static,NA,NA,NA,NA
20.7.47.135,,static,NA,NA,NA,NA
224.0.0.102,,static,NA,NA,NA,NA
224.0.0.118,,static,NA,NA,NA,NA
224.0.0.18,,static,NA,NA,NA,NA
224.0.0.251,,static,NA,NA,NA,NA
224.0.0.252,,static,NA,NA,NA,NA
229.111.112.12,,static,NA,NA,NA,NA
23.15.9.26,,static,NA,NA,NA,NA
23.45.13.176,,static,NA,NA,NA,NA
255.255.255.255,,static,NA,NA,NA,NA
40.127.169.103,,static,NA,NA,NA,NA
40.68.123.157,,static,NA,NA,NA,NA
50.218.103.254,,static,NA,NA,NA,NA
52.165.165.26,,static,NA,NA,NA,NA
65.55.252.93,,static,NA,NA,NA,NA
10.136.20.145,00:50:56:A1:5A:9B,static,dhcp-fitz-01,Debian GNU/Linux 10,VMware,NA
